"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","hh_age","hh_gender","dist_road","dist_popcenter","dist_admarc","elevation","percent_ag","rCSI","HDDS","FCS","asset_index2","roof_natural_inverse","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","nutri_rent_severe_constraint","nutri_rent_moderate_constraint","IPC1","IPC12","rural","clust_maize_current","lhz_maize_current","clust_maize_mktthin_current","lhz_maize_mktthin_current","clust_maize_lag","lhz_maize_lag","clust_maize_mktthin_lag","lhz_maize_mktthin_lag","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax","logFCS","TA_names","FNID","TA_maize_current","TA_maize_lag","TA_maize_mktthin","TA_maize_mktthin_lag","TA_raincytot","TA_day1rain","TA_maxdaysnorain","TA_floodmax","TA_heatdays","TA_gdd","TA_tmean","quarter1","quarter2","quarter3","quarter4","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12","FNID_MW2012C3010102","FNID_MW2012C3010107","FNID_MW2012C3010210","FNID_MW2012C3010201","FNID_MW2012C3010209","FNID_MW2012C3010309","FNID_MW2012C3010508","FNID_MW2012C3010311","FNID_MW2012C3010417","FNID_MW2012C3010409","FNID_MW2012C3010517","FNID_MW2012C3010503","FNID_MW2012C3020103","FNID_MW2012C3020209","FNID_MW2012C3020211","FNID_MW2012C3020213","FNID_MW2012C3020203","FNID_MW2012C3020303","FNID_MW2012C3020403","FNID_MW2012C3020515","FNID_MW2012C3020513","FNID_MW2012C3020603","FNID_MW2012C3020619","FNID_MW2012C3020703","FNID_MW2012C3020803","FNID_MW2012C3020813","FNID_MW2012C3020913","FNID_MW2012C3020815","FNID_MW2012C3030115","FNID_MW2012C3030112","FNID_MW2012C3030114","FNID_MW2012C3999918","FNID_MW2012C3030204","FNID_MW2012C3030214","FNID_MW2012C3030206","FNID_MW2012C3030304","FNID_MW2012C3030314","FNID_MW2012C3030306","FNID_MW2012C3030414","FNID_MW2012C3030404","FNID_MW2012C3030514","FNID_MW2012C3030519","FNID_MW2012C3030506","FNID_MW2012C3030613","FNID_MW2012C3031313","FNID_MW2012C3030716","FNID_MW2012C3030714","FNID_MW2012C3030804","FNID_MW2012C3030816","FNID_MW2012C3030904","FNID_MW2012C3031005","FNID_MW2012C3031105","FNID_MW2012C3031213","FNID_MW2012C3031206","FNID_MW2012C3030606","region_string","region_Central","region_North","region_South","date","GIEW_price_current","GIEW_price_lag.x","trend","GIEW_price_lag.y","trendsq"
"10101562",2010,0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,42.25,1.25,4.724375,69.4156246875,5.20812501875,1.214625,0.56250001875,0.5625,5.5625,52.1875,0.048466105625,0.375,0,0,1,0,0.625,1,1,1,32.2353333333333,29.5756813547175,0.333333333333333,0.466666666666667,33.4772727272727,30.8533299970788,0.214285714285714,0.464285714285714,1.19624102170804,37,22,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.95484300261107,"Mwabulambya","MW2012C3010107",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-10-01,33.88,33.88,214,33.88,45796
"10101562",2013,0.0909090909090909,0.454545454545455,0.136363636363636,0.227272727272727,0,0,0.636363636363636,0.454545454545455,0,0,0.5,0.5,0,0.5,4.86363636363636,7.22727272727273,40.8181818181818,1.22727272727273,4.04545454545455,66.5454545454545,4.54545454545455,1.22318181818182,0.518181835454545,5.36363636363636,5.72727272727273,57.4318181818182,0.0285861718181818,0.5,0,0,0.909090909090909,0,0.636363636363636,1,1,0.909090909090909,84.471966425588,75.618006925276,0.350061703002879,0.403537638831756,72.0402028105746,74.4498068187979,0.287433155080214,0.340612002376708,1.3528379873171,30,29,30,213,22.3282301495333,1502.11950370143,29,0,0,0,4.05059847346993,"Mwabulambya","MW2012C3010107",90.5455836932317,99.6877011076638,0.139803007450066,0.240258575714099,1.2283876347735,30.25,29,0,0,213,22.0702006416142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-07-01,67.14,67.14,1218,67.14,1483524
"10101568",2010,0,0.4375,0,0.3125,0,0,0.375,0,0,0,0.8125,0.1875,0,0.375,4.875,11,52.625,1.1875,3.22812498125,78.17625,11.2818750125,1.26,0.60000002,0.6875,5.0625,45.59375,-0.07667637125,0.1875,0,0,1,0,1,1,1,1,38.058,30.5715318440456,0,0.4,38.0125,30.2787234912108,0,0.25,0.875698697061852,38,37,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.81977064572306,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-11-01,33.04,33.04,245,33.04,60025
"10101706",2010,0,0.4375,0,0.75,0,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.1875,3.8125,11,36.5625,1.1875,13.344375,78.8324995,14.135625,1.3421875,0.0750000025,0,5.1875,44.90625,-0.076674396875,0.0625,0,0,1,0,1,1,1,1,20.92,30.5715318440456,0,0.4,21.4275,30.2787234912108,0,0.25,1.15020693769791,38,35,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.8045769832793,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-11-01,33.04,33.04,245,33.04,60025
"10102004",2010,0,0.3125,0,0.3125,0,0,0.0625,0.125,0,0,0.9375,0.0625,0,0.0625,4.4375,5,35.375,1.125,10.9943749875,48.955625125,7.03375000625,1.2298125,0,1.5625,5.1875,39.3125,-0.326959631875,0.0625,0,0,0,0,0,1,NA,1,27.6283333333333,27.4973153069482,0.272727272727273,0.545454545454545,41.13,41.0911907767253,0.4,0.52,1.26923137266376,37,18,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.67154253446066,"Mwenemisuku","MW2012C3010107",24.2741666666667,31.27875,0.136363636363636,0.2,1.34039337104012,36.5,20,0,0,213,22.5009785540228,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-05-01,32.44,32.44,61,32.44,3721
"10102004",2013,0,0.25,0,0.1875,0,0,0.25,0.3125,0,0,0.625,0.375,0,0.25,4.9375,5,38.375,1.125,9.0625,46.5,8.125,1.174375,0.0750000025,6.125,4.5625,38,-0.300857168125,0.375,0,0,0.0625,0,0,1,1,0.9375,74.902,70.7024373563528,0,0.2,96.6,96.3083282777235,0.0833333333333333,0.166666666666667,1.37584773416098,31,29,30,213,22.3282301495333,1502.11950370143,29,0,0,0,3.63758615972639,"Mwenemisuku","MW2012C3010107",74.902,96.6,0,0.0833333333333333,1.37584773416098,31,29,0,0,213,22.3282301495333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-05-01,68.17,68.17,1157,68.17,1338649
"10102379",2010,0,0.1875,0,0,0,0,0,0,0,0,0.9375,0.0625,0,0,3.5,11,48.6875,1.125,18.8093749375,53.2606249375,10.32312504375,0.9691875,0.03750000125,0.375,4.4375,40.375,-0.57724430625,0.0625,0,0,0,0,0,1,1,1,20.92,29.718732994876,0,0,21.4275,29.9423200910269,0,0,1.41155536941649,36,22,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.69821078154282,"Mwenemisuku","MW2012C3010107",24.2741666666667,31.27875,0.136363636363636,0.2,1.34039337104012,36.5,20,0,0,213,22.5009785540228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-11-01,33.04,33.04,245,33.04,60025
"10102621",2011,0,0.4375,0.0625,0.125,0,0,0.4375,0.25,0,0,0.5,0.5,0,0.25,4.3125,2,45.4375,1.375,4.1881250375,59.5137498125,9.45312498125,1.617125,0,1.125,4.9375,42.5,-0.076677210625,0.5,0,0,1,0,1,1,1,1,24.78,31.3413144867846,0.25,0.25,25.6325,31.8100443319433,0,0,1.40527693382636,53,29,53,213,22.0166284838753,1496.28398112339,29,0,0,0,3.74950407593037,"Mwenemisuku","MW2012C3010107",24.78,25.6325,0.25,0,1.40527693382636,53,29,0,0,213,22.0166284838753,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2011-02-01,31.82,31.82,337,31.82,113569
"10103414",2010,0,0.5,0.0625,0.625,0,0,0.375,0.1875,0,0,0.8125,0.1875,0,0.25,6,9,44.75,1.1875,1.097499992375,59.8418748125,3.384375,1.5596875,0,4.625,5.1875,46.03125,0.048466680625,0.1875,0,0,1,0,0,1,1,1,33.76,33.7925335542359,0.133333333333333,0.6,26.4622727272727,32.030036243948,0.0434782608695652,0.478260869565217,1.25186858087412,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.8293205136629,"Mwenewenye","MW2012C3010102",25.3284375,19.954678030303,0.224479166666667,0.188926630434783,1.24915566490504,38,18,0,0,213,21.3952828743089,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-09-01,32.67,32.67,184,32.67,33856
"10103414",2013,0,0.5,0.0625,0.5,0,0,0.6875,0.3125,0,0,0.6875,0.3125,0,0.5,6.625,6,47.5625,1.1875,1.0625,60.125,3.4375,1.55125,0,3.3125,5.625,49.4375,-0.3008571525,0.3125,0,0,1,0,0,1,1,1,68.9057142857143,79.2853000924031,0.3,0.55,90.9383333333333,69.5287438566764,0,0.666666666666667,1.274307010193,30,25,31,213,21.9841908056412,1160.83778911635,25,0,0,0,3.90070924552787,"Mwenewenye","MW2012C3010102",68.9057142857143,90.9383333333333,0.3,0,1.274307010193,30,25,0,0,213,21.9841908056412,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-06-01,71.33,71.33,1188,71.33,1411344
"10103452",2010,0,0.625,0,0.3125,0,0,0.125,0.0625,0,0,0.9375,0.0625,0,0.125,5.625,11.5625,47,1.1875,0.5462500072375,50.7674996875,10.34062503125,1.4965,0,1.5625,4.6875,39.25,0.298748520625,0.0625,0,0,0.9375,0,0,1,1,1,16.896875,31.738874135,0.315625,0.45625,13.4470833333333,30.4434281896804,0.334375,0.334375,1.24644274893596,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.66995144422842,"Mwenewenye","MW2012C3010102",25.3284375,19.954678030303,0.224479166666667,0.188926630434783,1.24915566490504,38,18,0,0,213,21.3952828743089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-11-01,33.04,33.04,245,33.04,60025
"10103681",2011,0,0.4375,0,0.3125,0,0,0.125,0.0625,0,0,0.875,0.125,0,0.125,4.875,3,43.375,1.25,0.456874999375,50.09187475,11.30875,1.500125,0.30000001,0.625,4.5625,35.59375,-0.076676369375,0.125,0,0,1,0,1,1,1,1,18.75,32.5249815895392,1,1,18.5,34.6371852331079,0.5,0.5,1.06283514983343,53,21,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.57217006064746,"Mwenewenye","MW2012C3010102",18.75,18.5,1,0.5,1.06283514983343,53,21,0,0,213,20.8802710018248,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2011-03-01,33.01,33.01,365,33.01,133225
